County Name,State,Metro Code,OMB County Status,Total Population (civilian non-institutionalized),Total Population (Margin of Error),Disability Population (civilian non-institutionalized),Disability Population (Margin of Error),Percent with a Disability,Gender- Male Disability Rate- Percentage of males reporting a disability,Gender- Female Disability Rate- Percentage of females reporting a disability,Vision- Percentage of individuals reporting a vision difficulty,Hearing- Percentage of individuals reporting a hearing disability,Cognitive- Percentage of individuals reporting a cognitive disability,Mobility- Percentage of individuals reporting a mobility disability,Self Care- Percentage of individuals reporting a self care disability,Independent Living- Percent of individuals reporting a independent living disability,Disability Employment Rate- Percentage of individuals with a reported disability employed in the labor force,Disability Unemployment Rates- Percentage of individuals with a reported disability unemployed in the labor force,Out of the Labor Force Disability Rate- Percentage of individuals with a reported disability not in the labor force,Veteran Disability Rate- Percentage of veterans reporting a disability,Disability Poverty Rate- Percentage of individuals reporting a disability in poverty
Atchison,Kansas,2,Micropolitan,16457,73,2727,391,16.6,15.9,17.2,2.7,3.9,7.9,8.5,2.2,6,43,6.1,50.9,24.6,27
Barber,Kansas,3,Non core,4729,162,654,81,13.8,16.3,11.3,2.8,4.7,5.5,8.1,3.4,6.7,26.6,7.7,65.7,38.5,21.4
Barton,Kansas,2,Micropolitan,26988,150,3785,374,14,15,13.1,2.3,4.7,5.2,8.1,1.9,4.3,52.7,5.1,42.2,35.8,18.7
Bourbon,Kansas,3,Non core,14539,109,2625,287,18.1,16.5,19.6,4.5,5.2,6.7,11.2,4.6,8.9,27.6,4,68.3,30.7,29
Brown,Kansas,3,Non core,9809,53,1640,149,16.7,16.7,16.7,1.8,5.2,5.7,11,2.6,5.6,42.7,7,50.3,36.5,24.5
Butler,Kansas,1,Metropolitan,64091,232,7890,532,12.3,12.8,11.8,1.5,3.7,5,6.1,2.1,5,42.2,4.8,53,26.2,16.5
Chase,Kansas,3,Non core,2602,71,437,79,16.8,19.6,14.2,2.9,5.6,4.6,9.5,1.9,6.2,44.2,0.5,55.3,35.8,18.8
Chautauqua,Kansas,3,Non core,3443,65,781,103,22.7,21.9,23.5,5.3,6.7,6.5,14.2,5.6,8.4,28.8,2.8,68.4,44.7,25.1
Cherokee,Kansas,3,Non core,20731,93,4052,385,19.5,20.1,19,3.9,5.7,9.9,11.7,4.8,9.8,31.2,2.7,66.1,38.4,24.3
Cheyenne,Kansas,3,Non core,2641,49,418,67,15.8,16.8,14.8,3.7,7.2,4.6,10.5,2.8,6.1,48.4,3.8,47.8,41,22.7
Clark,Kansas,3,Non core,2085,53,289,48,13.9,13.9,13.9,2.4,5.6,3.6,6.5,1.6,4.7,44.6,3.1,52.3,37.5,28.8
Clay,Kansas,3,Non core,8122,98,1181,199,14.5,17.3,11.9,2.7,6.3,3.8,8.1,2.5,4.3,46.9,1,52.1,34.7,17.7
Cloud,Kansas,3,Non core,9114,46,1335,184,14.6,15.3,14,1.8,5.5,5,7.8,2.8,7,30.1,1.2,68.7,26.6,17.3
Coffey,Kansas,3,Non core,8346,92,1145,129,13.7,14.7,12.7,2,4,4.6,7.2,3.3,5.6,42.6,1.7,55.7,31,17.3
Comanche,Kansas,3,Non core,1936,150,275,58,14.2,17.7,10.6,2.8,5.7,6,8.1,2.4,6.7,81.5,6.5,12,48.1,8.4
Cowley,Kansas,2,Micropolitan,34869,224,5520,346,15.8,16.1,15.6,2.4,5,6.7,9,3.2,7.2,33.9,6.7,59.5,35.6,26.9
Crawford,Kansas,2,Micropolitan,38676,153,6120,449,15.8,16.1,15.6,3.1,5.2,7,8.5,3.6,7.5,38.4,4.5,57.1,37.4,28.3
Decatur,Kansas,3,Non core,2819,54,548,74,19.4,17.6,21.2,3.2,6.7,6.3,12.2,2.5,7.4,58.8,1.2,40,38,21.5
Dickinson,Kansas,3,Non core,19032,135,3198,284,16.8,16.5,17.1,2.7,6.4,6.4,9,3.7,7.7,35.9,6.4,57.8,33.4,20.7
Doniphan,Kansas,1,Metropolitan,7746,71,1111,98,14.3,14.4,14.2,2,5.2,4.6,8.6,2.3,5,38.3,1,60.7,32.7,16.9
Douglas,Kansas,1,Metropolitan,114257,168,11153,834,9.8,9,10.5,1.6,2.7,4.6,4.5,2,3.8,51,8.2,40.7,24,21.9
Edwards,Kansas,3,Non core,2896,60,455,71,15.7,17.1,14.3,2.2,7.1,5.5,9.4,3.3,4.7,52.9,1.2,45.9,29,13.6
Elk,Kansas,3,Non core,2635,54,540,66,20.5,21.2,19.8,4.5,7.7,6.7,12,4.6,7.7,36.5,5.7,57.8,49.1,23.5
Ellis,Kansas,2,Micropolitan,28717,89,3220,378,11.2,11.7,10.7,2.1,4.2,3.8,6.1,2.1,4.4,37.4,6.2,56.4,25.2,21.2
Ellsworth,Kansas,3,Non core,5399,319,885,100,16.4,18.2,14.6,3.1,6.5,6.1,9.3,4.3,6.2,45.5,3.7,50.8,26.3,21.6
Finney,Kansas,2,Micropolitan,36889,84,3611,374,9.8,8.6,11,1.9,2.9,4,4.8,1.8,4,51.1,3.3,45.5,32.2,20.7
Ford,Kansas,2,Micropolitan,34244,126,3427,554,10,8.9,11.2,2.6,3.3,3.7,5.4,2.5,4.7,45.1,12.7,42.1,29.3,14
Franklin,Kansas,2,Micropolitan,25591,89,3597,320,14.1,13.5,14.6,2.2,5.7,4.3,7.7,3,4.4,45.4,5.7,48.8,34.1,19
Geary,Kansas,2,Micropolitan,31646,466,3584,366,11.3,11.1,11.5,2,2.7,5.8,6,2.1,4.7,44.5,9,46.5,21.1,20.2
Gove,Kansas,3,Non core,2681,125,352,43,13.1,15.4,10.8,2.1,6.3,3.6,7.9,2.8,4.5,56,1.5,42.5,32.8,13.1
Graham,Kansas,3,Non core,2565,40,457,59,17.8,16.3,19.3,3,7.4,6.3,9.8,2.8,7.7,52.4,0,47.6,28.4,21
Grant,Kansas,3,Non core,7737,77,724,228,9.4,8.7,10,1.4,2,2.6,5.8,1,5.1,36.1,0,63.9,27.7,16.9
Gray,Kansas,3,Non core,5979,78,661,90,11.1,11.8,10.3,2.9,3.9,3.1,5.2,1.3,3.1,69.1,4.7,26.2,39.5,8.8
Greeley,Kansas,3,Non core,1196,92,180,45,15.1,15.8,14.3,4,7.3,3.3,9.6,2.1,4.4,54,5.7,40.2,36,6.7
Greenwood,Kansas,3,Non core,6303,67,1203,123,19.1,18.7,19.4,3.6,6.6,7.4,10.3,2.7,6.3,38.2,2.9,58.9,33.3,23.5
Hamilton,Kansas,3,Non core,2586,10,296,67,11.4,9,14.1,1.8,5.5,4.3,8.1,3.1,3.7,39.8,5.3,54.9,44.6,25.7
Harper,Kansas,3,Non core,5703,55,802,98,14.1,16.4,11.7,2.3,4.8,4.3,9.4,2.6,6.2,48.3,6.3,45.4,37.9,16.5
Harvey,Kansas,1,Metropolitan,34201,163,4471,389,13.1,12.9,13.3,1.9,4.5,4.6,7.7,2.3,6.2,35.9,7.1,57,30.3,23.9
Haskell,Kansas,3,Non core,4077,24,347,64,8.5,8.7,8.3,1.9,2.1,1.9,5.1,1.5,3.2,41.2,7.4,51.5,41.1,15.3
Hodgeman,Kansas,3,Non core,1904,123,299,54,15.7,18,13.3,3.9,8.7,5.9,6.2,2.5,3.6,64.8,11.3,23.9,32.7,3.7
Jackson,Kansas,1,Metropolitan,13272,65,1968,217,14.8,14.9,14.8,2.1,4.5,5.6,8.1,2.3,5.7,41.4,5.4,53.2,24.3,15.8
Jefferson,Kansas,1,Metropolitan,18641,78,2449,216,13.1,14.1,12.1,1.5,4.2,5.4,6.7,1.9,5.9,47.8,9.5,42.7,26.6,15
Jewell,Kansas,3,Non core,3011,14,465,50,15.4,18.3,12.6,2.8,7.4,3.9,8.7,3.5,6.5,52.9,0,47.1,45.5,17.8
Johnson,Kansas,1,Metropolitan,562538,474,49901,1575,8.9,8.7,9.1,1.3,2.6,3.7,4.2,1.7,3.9,52.5,5.2,42.3,23.4,11.1
Kearny,Kansas,2,Micropolitan,3876,50,406,77,10.5,9.2,11.9,1.9,4.4,2.9,5.2,2.8,3.1,57.4,1.3,41.3,30.3,15
Kingman,Kansas,1,Metropolitan,7639,69,1225,189,16,13.8,18.4,3.7,5.7,7.6,8.7,4.2,6.4,37,7.1,55.9,28.6,23
Kiowa,Kansas,3,Non core,2467,26,371,48,15,14.7,15.4,2.8,6.2,5.8,7.8,2.7,5,30.2,6.3,63.5,43.5,28.9
Labette,Kansas,2,Micropolitan,20741,88,3841,379,18.5,20.1,17,4.9,7,8.9,12,6.2,9.2,35.5,5,59.5,38.1,24.9
Lane,Kansas,3,Non core,1665,115,256,56,15.4,16.8,14,3.1,8.8,3.2,5,0.3,2.7,56.4,0,43.6,35.3,14.1
Leavenworth,Kansas,1,Metropolitan,71129,384,10409,621,14.6,16,13.3,2.1,4.7,5.4,8.3,2.1,5.8,46.2,6.8,47,28.9,18.2
Lincoln,Kansas,3,Non core,3088,27,464,73,15,13.5,16.5,3.2,5.5,4.5,9,4.4,6.3,48.3,1.7,50,31.8,15.1
Linn,Kansas,1,Metropolitan,9458,63,1815,202,19.2,20,18.4,3.2,7.9,5.4,10.5,3.4,7.2,37.9,5.6,56.4,35.2,19.7
Logan,Kansas,3,Non core,2753,36,340,73,12.4,12.3,12.4,1.7,5.7,3.5,6.4,3.3,3.5,49.4,4.7,45.9,32,12.9
Lyon,Kansas,2,Micropolitan,33049,132,4482,371,13.6,12.7,14.3,2.4,3.9,5.9,7.2,2.5,5.4,48.6,5.1,46.3,30.7,28.8
McPherson,Kansas,2,Micropolitan,28617,170,3040,290,10.6,10.6,10.6,1.7,3.7,3.5,5.7,2.3,4.5,46.4,4.8,48.8,28,14
Marion,Kansas,3,Non core,11948,118,1899,172,15.9,16.4,15.4,2.7,5.9,4.8,8.5,2.8,6.4,43.1,8.1,48.8,33.4,20.3
Marshall,Kansas,3,Non core,9818,67,1475,151,15,15.7,14.4,2.5,5.9,4.5,8.8,3.2,5.8,47,3.3,49.8,36.9,15.6
Meade,Kansas,3,Non core,4256,79,443,73,10.4,11.4,9.3,1.6,4.7,3.3,4.8,2,3.4,46.5,0,53.5,23.6,12.9
Miami,Kansas,1,Metropolitan,32096,141,3707,452,11.5,12.5,10.6,2,4.9,2.8,6.5,1.6,3.8,43,8.8,48.3,29.2,17.9
Mitchell,Kansas,3,Non core,6143,91,896,111,14.6,13.8,15.4,2.5,5.9,4.6,7.1,1.9,4.9,53.9,1.3,44.7,30,18.4
Montgomery,Kansas,2,Micropolitan,33643,137,5934,398,17.6,18.3,17,3.7,5.8,7.2,10.7,4.1,8,30.6,9,60.4,35.8,26.4
Morris,Kansas,3,Non core,5669,96,826,128,14.6,16.5,12.7,2.3,5.8,4.7,8.4,2.3,5.8,25.1,3.1,71.8,32.5,15.2
Morton,Kansas,3,Non core,3014,71,375,106,12.4,10.3,14.9,4.2,4.8,5.2,7.2,2.3,5.6,25.5,0,74.5,20.1,12.8
Nemaha,Kansas,3,Non core,9890,103,1246,133,12.6,12.7,12.5,1.9,4.3,3.4,8,2.4,6.5,55.3,1.9,42.8,30.2,18.2
Neosho,Kansas,3,Non core,16195,86,2950,321,18.2,20,16.5,4.4,7.6,8.6,10,3.8,7.8,44.3,5,50.7,41.5,27.5
Ness,Kansas,3,Non core,3020,19,433,67,14.3,13.6,15.1,3.4,5.1,3.3,8.2,2.7,4.6,55,2.3,42.7,34.5,11.3
Norton,Kansas,3,Non core,4754,183,719,154,15.1,19,11.1,1.6,6.3,4.3,5.8,2.8,3.1,57.7,0.8,41.5,30.2,10.7
Osage,Kansas,1,Metropolitan,15874,94,2612,214,16.5,18,14.9,2.3,5.3,5.3,8.6,3.2,7,39.7,7.6,52.7,36.7,20.1
Osborne,Kansas,3,Non core,3677,75,620,79,16.9,18.4,15.4,2.3,6.2,4.7,9.2,3.2,5.3,38.6,8,53.4,46.2,19.8
Ottawa,Kansas,2,Micropolitan,5953,62,855,120,14.4,15.1,13.5,2,5.4,4.8,7.6,2.4,5.7,51.3,12.4,36.3,30.4,13.7
Pawnee,Kansas,3,Non core,5900,163,991,181,16.8,22.5,10.8,3.5,5.4,5.2,8.3,1.6,3.4,42.6,1.1,56.2,52,8
Phillips,Kansas,3,Non core,5383,89,836,102,15.5,15,16,3.7,4.5,4.7,8,2.2,5,40.1,2.9,57,27.3,11.8
Pottawatomie,Kansas,1,Metropolitan,22150,154,2115,261,9.5,10.2,8.9,1.3,2.7,4,5.4,2,4.8,45.9,4.8,49.2,25.7,21.1
Pratt,Kansas,3,Non core,9532,70,1491,212,15.6,16.8,14.5,3.2,4.9,5.3,8.1,2.4,4.6,52.7,13.9,33.4,44,21
Rawlins,Kansas,3,Non core,2504,38,427,65,17.1,19.3,14.6,2.6,6.9,5.1,9.7,2.8,6.2,41.2,0,58.8,29.7,12.2
Reno,Kansas,2,Micropolitan,61564,350,8751,585,14.2,14.4,14,2.2,4.3,5.5,7.9,2.6,5.7,33.4,5.2,61.4,29.5,17.3
Republic,Kansas,3,Non core,4708,66,714,78,15.2,17,13.4,3,5.1,3.6,8,2.8,5.5,53.5,5.9,40.6,31.3,19.2
Rice,Kansas,3,Non core,9816,82,1303,168,13.3,14.6,12,2.4,4.7,4.7,7.7,3.2,6.3,39.2,3.7,57.1,27.3,25.9
Riley,Kansas,1,Metropolitan,68323,503,5644,516,8.3,7.5,9,1.5,2.2,4,3.6,1.4,2.7,37,11.4,51.6,20.7,23.7
Rooks,Kansas,3,Non core,5029,80,822,115,16.3,18,14.8,3.1,5.9,6.2,9.2,2.4,6.3,41.8,5,53.2,45,18.5
Rush,Kansas,3,Non core,3118,114,520,78,16.7,15,18.4,2.9,5.5,5.7,9.4,3,6.7,43.1,6.9,50,31.3,24.8
Russell,Kansas,3,Non core,6864,77,1222,170,17.8,15.2,20.4,3,7.6,5,11.9,2.7,8.6,48.5,0,51.5,26.6,15.4
Saline,Kansas,2,Micropolitan,54933,222,6906,482,12.6,12.1,13,2.6,4,4.1,6.8,1.9,5.1,44.4,4.9,50.7,22.5,24.6
Scott,Kansas,3,Non core,4847,91,566,192,11.7,13.6,9.8,0.6,6.1,2.3,8,2.3,3.2,55.8,0,44.2,27,18.4
Sedgwick,Kansas,1,Metropolitan,500080,428,59197,1416,11.8,11.4,12.2,2.2,3.3,4.9,6.7,2.5,5.5,37.8,7.3,54.9,28.7,20.8
Seward,Kansas,2,Micropolitan,23066,83,1772,251,7.7,7.5,7.8,1.7,2,3.6,3.6,1.3,3.5,33.6,11.9,54.5,28.1,22.1
Shawnee,Kansas,1,Metropolitan,175531,294,25612,1060,14.6,14.9,14.3,2.3,4.1,6.6,7.9,2.9,6.8,34,8.2,57.9,30.8,23.8
Sheridan,Kansas,3,Non core,2502,39,373,75,14.9,14.6,15.3,1.8,4.8,4.3,7.6,2.7,5.2,31.5,7.1,61.4,34,2.9
Sherman,Kansas,3,Non core,6000,77,1113,260,18.6,21.6,15.6,2,7.6,6.6,9.4,2,7.3,52,4.1,43.9,35.4,35.6
Smith,Kansas,3,Non core,3682,38,658,74,17.9,19.4,16.4,2.7,7.6,5.1,10.3,3.6,5.3,33.8,6.3,59.9,44.3,22.1
Stafford,Kansas,3,Non core,4212,55,661,107,15.7,16.7,14.6,3,6,4.7,8,3.6,5.8,51,2.3,46.7,35.8,19.2
Stanton,Kansas,3,Non core,2113,16,275,63,13,11.8,14.1,2.5,5.1,2.2,5.2,0.4,2.2,74.7,10.5,14.7,50,17.8
Stevens,Kansas,3,Non core,5698,65,571,114,10,10.4,9.6,1.5,3.8,3.1,4.4,1.1,3.8,36.1,0,63.9,26.3,11
Sumner,Kansas,1,Metropolitan,23155,112,3180,253,13.7,14.1,13.3,2.1,4.9,4.7,7.9,2.3,5.8,36.9,2.9,60.2,26.7,20.8
Thomas,Kansas,3,Non core,7809,97,952,167,12.2,14.3,10.2,1.9,5.7,3.8,4.1,1.3,2.4,63,0,37,31.4,15.9
Trego,Kansas,3,Non core,2878,53,292,75,10.1,12.5,7.8,1.1,5.2,2.3,4.4,1.7,2.4,57.6,0.8,41.7,25.7,8.6
Wabaunsee,Kansas,1,Metropolitan,6894,50,1005,121,14.6,14.7,14.4,1.6,5,5.9,7.9,2.5,6.5,32,13.4,54.5,34.7,8.5
Wallace,Kansas,3,Non core,1577,96,227,46,14.4,16.8,12.1,2.9,5.2,6.2,6.8,1.4,3.8,34.8,6.1,59.1,45,17.6
Washington,Kansas,3,Non core,5553,26,789,82,14.2,12.5,15.9,1.4,5.2,4.8,8.1,2.8,5.5,55.6,2.8,41.6,30.9,14.2
Wichita,Kansas,3,Non core,2180,10,265,89,12.2,11.8,12.6,3.3,4.7,3.6,6,1.8,3.5,43.3,6.7,50,34.1,15.1
Wilson,Kansas,3,Non core,8935,77,1991,197,22.3,23.9,20.7,4.7,8.4,8.1,14.9,5.1,9.2,40.6,10.2,49.3,45.1,21.5
Woodson,Kansas,3,Non core,3187,18,566,78,17.8,15.9,19.6,4.2,7.8,5,8.9,3.9,6.1,44.7,5.6,49.6,29.7,23.7
Wyandotte,Kansas,1,Metropolitan,159604,219,23162,790,14.5,14.5,14.5,2.5,3.8,6,8.6,3,6.9,34.6,8.4,57,33.8,28.3
Adair,Kentucky,3,Non core,18551,95,3378,288,18.2,17,19.4,3.5,5.2,6.9,11.5,4.4,8.5,20.1,3.1,76.8,30.2,26
Allen,Kentucky,1,Metropolitan,20168,111,3632,360,18,17.1,18.9,3,5.6,7.9,10.6,3.2,8.5,32,2.2,65.9,41.6,27.6
Anderson,Kentucky,2,Micropolitan,21651,94,3126,359,14.4,14.3,14.5,3,3.8,4.8,8.9,2.3,6.2,33.8,5.7,60.5,29.1,16.2
Ballard,Kentucky,2,Micropolitan,8126,109,1156,130,14.2,14.2,14.2,2.4,4.9,4.2,7.6,2.8,5.5,30.2,3.5,66.4,33.7,23.5
Barren,Kentucky,2,Micropolitan,42176,215,8126,562,19.3,19.1,19.5,3.9,5.8,7.5,11.5,4,8.8,32.2,6,61.8,33.3,31.9
Bath,Kentucky,2,Micropolitan,11882,59,2589,253,21.8,22.3,21.2,4.2,7.2,9.2,13.6,3.9,9.7,16.1,6.1,77.8,34.5,37.2
Bell,Kentucky,2,Micropolitan,27140,152,8627,467,31.8,32.7,30.9,10.6,10.7,16,20.6,7,17.2,15.2,4.4,80.5,49.1,42.3
Boone,Kentucky,1,Metropolitan,123734,230,13580,828,11,11.2,10.8,2,3.8,4.2,5.5,2.2,4.1,45,5,50,24.4,12.7
Bourbon,Kentucky,1,Metropolitan,19772,76,2935,269,14.8,14.4,15.3,1.9,4,5.7,9.8,3.7,6.6,20.7,10.5,68.8,26.8,25.6
Boyd,Kentucky,1,Metropolitan,46805,263,9585,493,20.5,20.4,20.5,3.4,5.2,7.3,13.2,4.8,11.6,17.5,4.7,77.8,39.1,26.5
Boyle,Kentucky,2,Micropolitan,28097,300,4783,375,17,16.6,17.4,3.2,4.4,5.7,11.1,3.3,6.8,25.7,4.6,69.7,35,23.8
Bracken,Kentucky,1,Metropolitan,8381,53,1341,169,16,17.3,14.7,3.6,5,6.4,9.1,2.7,8.6,28.3,7,64.7,37.9,21
Breathitt,Kentucky,3,Non core,13444,99,4590,322,34.1,33.8,34.5,9.9,10.5,17.2,20.9,8,15.1,18.2,4.4,77.3,46.3,37.3
Breckinridge,Kentucky,3,Non core,19782,79,3880,348,19.6,21.6,17.7,2.7,6.8,6.8,11,3.6,8.7,24.5,7.8,67.8,38.6,26.9
Bullitt,Kentucky,1,Metropolitan,76607,108,10829,762,14.1,13.7,14.5,2,3.9,5.9,7.3,2.7,6.3,31,3.5,65.5,24.6,18.4
Butler,Kentucky,1,Metropolitan,12620,124,2678,222,21.2,23,19.5,4.9,6.7,7.3,12.5,4.4,10.8,31.9,1.5,66.5,52.4,32.9
Caldwell,Kentucky,3,Non core,12700,70,2287,359,18,19.8,16.3,2.5,4,5.5,12.4,2.9,7.8,19.3,6.3,74.4,39,23.6
Calloway,Kentucky,2,Micropolitan,37664,155,5102,475,13.5,12.8,14.2,2.3,4.3,4.8,7.6,2.6,6,31.1,5.4,63.5,35.1,23.5
Campbell,Kentucky,1,Metropolitan,90011,268,10714,554,11.9,11.8,12,2.4,3.4,4.8,6.1,2.2,5,36.1,6.8,57.1,26.5,20.9
Carlisle,Kentucky,3,Non core,4914,86,754,137,15.3,17.4,13.4,2.9,4.8,5.5,9.9,3.4,7.4,34.1,3.1,62.8,42.4,21.6
Carroll,Kentucky,3,Non core,10593,63,1900,237,17.9,18,17.9,4.4,5.6,6.9,9.4,3.7,7.7,22.1,10.7,67.2,33,40.2
Carter,Kentucky,3,Non core,27012,136,5159,359,19.1,18.9,19.2,2.6,4.2,6.8,13.3,3.6,9.2,19.3,3.7,77,34.6,25.4
Casey,Kentucky,3,Non core,15623,90,3133,286,20.1,21.1,19,3.6,5.6,7.1,14.3,4.8,10.9,15.1,4.4,80.5,37.6,38.2
Christian,Kentucky,1,Metropolitan,65166,468,9049,548,13.9,14.4,13.5,2.2,3.7,6.5,7.9,2.9,7,28.3,5,66.7,24.5,24.1
Clark,Kentucky,1,Metropolitan,35232,152,5957,485,16.9,17.6,16.3,3.7,4.1,6.5,11.3,3.5,8.4,29.9,4.8,65.3,34.3,24.6
Clay,Kentucky,3,Non core,19644,258,4459,438,22.7,21.4,24,4.7,5.9,10.4,15.8,6.1,12.3,12.8,7.7,79.6,44.4,48.9
Clinton,Kentucky,3,Non core,10036,104,1553,227,15.5,15.6,15.3,2.4,5.3,6.6,8.5,3.6,8.9,21.2,0,78.8,36.5,31.5
Crittenden,Kentucky,3,Non core,9028,90,1683,180,18.6,18.5,18.7,3.8,5.2,5.7,11.4,4.4,8.8,22.3,8.4,69.3,32.3,36.1
Cumberland,Kentucky,3,Non core,6719,98,1121,169,16.7,17.7,15.7,2.6,4.6,6.3,11,4.4,7.9,20.1,7.4,72.5,39.2,38.6
Daviess,Kentucky,1,Metropolitan,96432,273,15025,859,15.6,15.5,15.6,2.3,3.6,6.8,8.7,3.2,7.2,31.5,5.1,63.5,31.6,26.9
Edmonson,Kentucky,1,Metropolitan,12008,100,3048,338,25.4,26.9,23.9,5.8,8.4,10.7,11.9,4.3,8.1,27.5,3,69.5,43.2,28.2
Elliott,Kentucky,3,Non core,6703,147,1483,194,22.1,23.7,20.5,3.8,7.2,8.3,15.2,3.8,9.7,12.1,1.9,86,41.6,31.8
Estill,Kentucky,3,Non core,14350,92,3878,335,27,27.3,26.8,5.2,8,10.5,18,6.4,12.4,18.1,4.3,77.6,56.6,31.7
Fayette,Kentucky,1,Metropolitan,303006,628,34348,1141,11.3,10.4,12.2,1.9,3,5,6.3,2.3,4.7,38.5,6.9,54.6,24.6,25.9
Fleming,Kentucky,3,Non core,14544,18,2965,255,20.4,18,22.7,3.9,6,8,14.3,4,9.2,23.8,3.5,72.7,37.4,28
Floyd,Kentucky,3,Non core,38090,136,11306,615,29.7,31.6,27.8,7.1,9.4,12.6,20.6,7.4,15.6,16.5,3.2,80.3,64.1,32
Franklin,Kentucky,2,Micropolitan,48821,392,8031,660,16.4,16.6,16.3,2.5,4.9,6.4,10,2.6,7.5,32.3,7.9,59.7,28.4,20.5
Fulton,Kentucky,2,Micropolitan,5992,150,1270,166,21.2,20.4,21.9,4.4,6,7.2,12.3,4.7,11.4,31.7,6.3,62,40.6,28.7
Gallatin,Kentucky,1,Metropolitan,8457,107,1327,209,15.7,15.4,16,3.4,4,6.8,8.5,3.2,7.2,23,8.7,68.3,26.6,18.1
Garrard,Kentucky,3,Non core,16873,105,3416,379,20.2,20.8,19.7,3.5,5.6,8.8,11.8,4.2,9.3,28.2,4.9,66.9,29.7,28.7
Grant,Kentucky,1,Metropolitan,24244,156,3685,388,15.2,16,14.4,2.6,4,7.1,8.9,2.8,6.1,28.7,2.1,69.2,27,20.5
Graves,Kentucky,2,Micropolitan,37071,104,5605,507,15.1,16,14.3,3,4.1,6.1,9,3.9,8.9,28.6,2.4,69,27.8,25.1
Grayson,Kentucky,3,Non core,25601,112,5206,438,20.3,22.3,18.4,3.3,5.9,8.9,12.3,4.3,10.1,23.4,7.6,69,40.4,33.2
Green,Kentucky,3,Non core,11035,109,2648,246,24,24.6,23.4,3.8,6.8,8.6,13.9,5.1,11.1,27.2,4.1,68.7,44,29.2
Greenup,Kentucky,1,Metropolitan,36053,113,6802,418,18.9,19.8,18,2.9,4.8,6.7,12.6,4.3,10.5,20,2.7,77.2,40.1,21.5
Hancock,Kentucky,1,Metropolitan,8614,67,1617,179,18.8,19.3,18.3,2.8,5.4,7.8,9.7,3.5,8.4,31.4,4.5,64.1,37.1,18.2
Hardin,Kentucky,1,Metropolitan,101722,486,16344,660,16.1,16.4,15.7,3,4.4,6.8,9.4,3.2,8.1,36.6,5.7,57.7,27.3,18.6
Harlan,Kentucky,3,Non core,27920,168,8728,436,31.3,32.3,30.3,10.4,11.4,14.4,21.3,6.8,14.8,17.3,4,78.6,55.1,35.6
Harrison,Kentucky,3,Non core,18444,90,3362,364,18.2,18.8,17.7,2.8,5.7,5.7,11.3,3.6,8.3,29.7,4.6,65.7,37.7,28.1
Hart,Kentucky,3,Non core,18187,81,3874,362,21.3,20.9,21.7,5.4,6.1,8.7,13,4.2,10.9,22.3,4.9,72.8,34.3,35.2
Henderson,Kentucky,1,Metropolitan,45428,389,8515,594,18.7,18.8,18.7,2.7,4.4,9.4,10.1,3.5,8.5,30.8,5.6,63.6,34.1,28.6
Henry,Kentucky,1,Metropolitan,15377,81,2509,216,16.3,15.7,16.9,2.7,4.3,6.5,10.6,3.3,7.1,26.5,2.8,70.7,34.3,23
Hickman,Kentucky,3,Non core,4520,87,876,147,19.4,21.7,17.3,4.4,7.7,7,11,5.3,10.9,12.3,2.3,85.5,33.5,14.3
Hopkins,Kentucky,2,Micropolitan,45509,231,7756,450,17,18.5,15.7,2.6,5.1,6.9,10.5,3.1,7.8,27.5,2.8,69.7,33.3,21.8
Jackson,Kentucky,3,Non core,13205,89,4259,446,32.3,34.9,29.7,9.6,11,14.8,16.5,4.4,11.7,23.6,4.9,71.6,62.1,35.5
Jefferson,Kentucky,1,Metropolitan,747569,781,108054,1994,14.5,13.8,15.1,2.3,3.2,6.5,8.3,2.9,6.6,32.8,8.2,59.1,28.4,25.2
Jessamine,Kentucky,1,Metropolitan,49750,140,7843,657,15.8,14.8,16.6,2,4,7.3,9.1,3.3,6.8,32.5,9.2,58.3,27.2,25.8
Johnson,Kentucky,3,Non core,22907,140,6701,524,29.3,29.2,29.3,6.1,7.5,12.5,17.9,4.8,13.4,17.1,2.5,80.4,58.3,34.2
Kenton,Kentucky,1,Metropolitan,161457,305,22927,868,14.2,14.7,13.7,2.2,4.1,6.3,7.2,2.8,6.3,34.3,7.9,57.8,27.9,26.4
Knott,Kentucky,3,Non core,15818,112,4658,351,29.4,30.6,28.3,8,8.7,13.4,19.4,7.3,13.4,13.6,6.1,80.4,53.1,33.9
Knox,Kentucky,2,Micropolitan,31463,142,5621,381,17.9,16.7,19,3.6,3.9,7.4,12.5,4.6,11,11.1,6.5,82.4,32.6,37.7
Larue,Kentucky,1,Metropolitan,13867,73,2923,333,21.1,20.3,21.8,2.4,4.7,9.8,11.9,3.4,11.9,18.4,9.7,71.9,25.9,25.2
Laurel,Kentucky,2,Micropolitan,59011,217,10781,788,18.3,18.9,17.6,3.3,5.2,7.6,11.3,4.1,9.7,14.4,3.4,82.2,34.1,28.7
Lawrence,Kentucky,3,Non core,15709,97,3948,341,25.1,25.3,24.9,5,6.1,9.3,18.5,4.8,10.5,16.7,2.4,80.9,37.5,36.4
Lee,Kentucky,3,Non core,6294,191,2047,180,32.5,33.7,31.5,11.7,12.5,15.8,22.3,6,12.8,22.4,5.2,72.4,39.6,46.4
